  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1408                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     6.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  10.600   1.2682   0.01154   0.00718  -0.0229   0.0039   1.0000
  10.700   1.2782   0.01167   0.00732  -0.0228   0.0039   1.0000
  10.800   1.2882   0.01181   0.00747  -0.0226   0.0038   1.0000
  10.900   1.2981   0.01196   0.00762  -0.0225   0.0037   1.0000
  11.000   1.3080   0.01212   0.00778  -0.0223   0.0037   1.0000
  11.100   1.3178   0.01228   0.00795  -0.0222   0.0036   1.0000
  11.200   1.3276   0.01244   0.00812  -0.0220   0.0035   1.0000
  11.300   1.3373   0.01261   0.00831  -0.0219   0.0034   1.0000
  11.400   1.3469   0.01279   0.00850  -0.0217   0.0034   1.0000
  11.500   1.3564   0.01298   0.00871  -0.0215   0.0033   1.0000
  11.600   1.3659   0.01319   0.00893  -0.0213   0.0032   1.0000
  11.700   1.3751   0.01341   0.00918  -0.0210   0.0031   1.0000
  11.800   1.3842   0.01367   0.00946  -0.0208   0.0030   1.0000
  11.900   1.3927   0.01398   0.00982  -0.0205   0.0029   1.0000
  12.000   1.4023   0.01414   0.00999  -0.0203   0.0029   1.0000
  12.100   1.4120   0.01429   0.01014  -0.0201   0.0029   1.0000
  12.200   1.4216   0.01443   0.01030  -0.0200   0.0029   1.0000
  12.300   1.4311   0.01459   0.01047  -0.0198   0.0029   1.0000
  12.400   1.4407   0.01474   0.01063  -0.0196   0.0029   1.0000
  12.500   1.4501   0.01491   0.01080  -0.0195   0.0029   1.0000
  12.600   1.4596   0.01506   0.01095  -0.0193   0.0029   1.0000
  12.700   1.4689   0.01523   0.01114  -0.0191   0.0029   1.0000
  12.800   1.4783   0.01539   0.01130  -0.0189   0.0029   1.0000
  12.900   1.4876   0.01556   0.01149  -0.0187   0.0029   1.0000
  13.000   1.4968   0.01574   0.01167  -0.0185   0.0028   1.0000
  13.100   1.5059   0.01591   0.01186  -0.0183   0.0028   1.0000
  13.200   1.5150   0.01610   0.01205  -0.0181   0.0028   1.0000
  13.300   1.5241   0.01628   0.01224  -0.0178   0.0028   1.0000
  13.400   1.5330   0.01647   0.01244  -0.0176   0.0028   1.0000
  13.500   1.5419   0.01666   0.01265  -0.0174   0.0028   1.0000
  13.600   1.5507   0.01686   0.01286  -0.0171   0.0028   1.0000
  13.700   1.5594   0.01707   0.01308  -0.0168   0.0027   1.0000
  13.800   1.5680   0.01728   0.01330  -0.0166   0.0027   1.0000
  13.900   1.5766   0.01749   0.01353  -0.0163   0.0027   1.0000
  14.000   1.5850   0.01771   0.01377  -0.0160   0.0027   1.0000
  14.100   1.5933   0.01794   0.01401  -0.0157   0.0027   1.0000
  14.200   1.6016   0.01817   0.01426  -0.0154   0.0026   1.0000
  14.300   1.6098   0.01841   0.01451  -0.0151   0.0026   1.0000
  14.400   1.6178   0.01865   0.01477  -0.0147   0.0026   1.0000
  14.500   1.6257   0.01889   0.01503  -0.0144   0.0026   1.0000
  14.600   1.6336   0.01914   0.01530  -0.0140   0.0026   1.0000
  14.700   1.6412   0.01941   0.01558  -0.0136   0.0025   1.0000
  14.800   1.6488   0.01967   0.01586  -0.0132   0.0025   1.0000
  14.900   1.6562   0.01994   0.01615  -0.0128   0.0025   1.0000
  15.000   1.6635   0.02021   0.01644  -0.0124   0.0025   1.0000
  15.100   1.6707   0.02050   0.01674  -0.0120   0.0025   1.0000
  15.200   1.6777   0.02079   0.01705  -0.0115   0.0024   1.0000
  15.300   1.6844   0.02109   0.01737  -0.0111   0.0024   1.0000
  15.400   1.6910   0.02140   0.01770  -0.0106   0.0024   1.0000
  15.500   1.6975   0.02171   0.01803  -0.0101   0.0024   1.0000
  15.600   1.7036   0.02203   0.01838  -0.0095   0.0024   1.0000
  15.700   1.7098   0.02235   0.01872  -0.0090   0.0024   1.0000
  15.800   1.7155   0.02269   0.01908  -0.0084   0.0023   1.0000
  15.900   1.7210   0.02303   0.01945  -0.0078   0.0023   1.0000
  16.000   1.7262   0.02339   0.01983  -0.0071   0.0023   1.0000
  16.100   1.7310   0.02374   0.02020  -0.0064   0.0023   1.0000
  16.200   1.7341   0.02412   0.02060  -0.0054   0.0023   1.0000
  16.300   1.7369   0.02448   0.02099  -0.0044   0.0023   1.0000
  16.400   1.7390   0.02488   0.02141  -0.0033   0.0023   1.0000
  16.500   1.7412   0.02528   0.02184  -0.0022   0.0023   1.0000
  16.600   1.7429   0.02572   0.02231  -0.0012   0.0022   1.0000
  16.700   1.7444   0.02620   0.02282  -0.0002   0.0022   1.0000
  16.800   1.7460   0.02669   0.02333   0.0007   0.0022   1.0000
  16.900   1.7474   0.02721   0.02388   0.0016   0.0022   1.0000
  17.000   1.7485   0.02777   0.02447   0.0025   0.0022   1.0000
  17.100   1.7492   0.02838   0.02511   0.0033   0.0022   1.0000
  17.200   1.7500   0.02901   0.02577   0.0040   0.0022   1.0000
  17.300   1.7503   0.02970   0.02649   0.0047   0.0022   1.0000
  17.400   1.7510   0.03038   0.02721   0.0053   0.0022   1.0000
  17.500   1.7506   0.03120   0.02806   0.0059   0.0021   1.0000
  17.600   1.7505   0.03201   0.02891   0.0064   0.0021   1.0000
  17.700   1.7498   0.03291   0.02984   0.0068   0.0021   1.0000
  17.800   1.7491   0.03385   0.03082   0.0071   0.0021   1.0000
  17.900   1.7472   0.03496   0.03197   0.0073   0.0021   1.0000
  18.000   1.7462   0.03601   0.03305   0.0075   0.0021   1.0000
  18.100   1.7442   0.03721   0.03429   0.0075   0.0021   1.0000
  18.200   1.7421   0.03845   0.03557   0.0074   0.0021   1.0000
  18.300   1.7386   0.03994   0.03710   0.0072   0.0021   1.0000
  18.400   1.7367   0.04129   0.03849   0.0069   0.0021   1.0000
  18.500   1.7330   0.04290   0.04014   0.0065   0.0021   1.0000
  18.600   1.7285   0.04464   0.04193   0.0059   0.0021   1.0000
  18.700   1.7245   0.04641   0.04375   0.0053   0.0021   1.0000
  18.800   1.7198   0.04832   0.04569   0.0045   0.0021   1.0000
  18.900   1.7132   0.05057   0.04800   0.0035   0.0021   1.0000
  19.000   1.7061   0.05295   0.05043   0.0023   0.0020   1.0000
  19.100   1.6985   0.05543   0.05296   0.0011   0.0021   1.0000
  19.200   1.6904   0.05806   0.05564  -0.0003   0.0020   1.0000
  19.300   1.6807   0.06100   0.05863  -0.0019   0.0020   1.0000
  19.400   1.6693   0.06428   0.06197  -0.0037   0.0020   1.0000
  19.500   1.6542   0.06822   0.06597  -0.0058   0.0020   1.0000
  19.600   1.6443   0.07128   0.06908  -0.0075   0.0021   1.0000
  19.700   1.6256   0.07595   0.07382  -0.0101   0.0021   1.0000
  19.800   1.6088   0.08035   0.07829  -0.0126   0.0021   1.0000
  19.900   1.5890   0.08537   0.08337  -0.0154   0.0021   1.0000
  20.000   1.5618   0.09176   0.08985  -0.0189   0.0021   1.0000
